tracking_id,source,campaign,influencer_id,user_id,brand,product,date,orders,revenue,clicks,cost_per_click
TRK_00482,organic,Summer_Fitness_2024,,USER_34745,HKVitals,Multivitamin Women,2025-06-04,0,0.0,0,0.0
TRK_00483,reel,Women_Wellness,INF_139,USER_29290,HKVitals,Skin Radiance Collagen,2025-04-20,0,0.0,2,0.0
TRK_00484,organic,Protein_Awareness,,USER_37001,Gritzo,Height Plus Formula,2025-03-04,0,0.0,0,0.0
TRK_00485,organic,Monsoon_Immunity,,USER_1494,MuscleBlaze,Creatine Monohydrate,2025-07-17,0,0.0,0,0.0
TRK_00486,organic,Monsoon_Immunity,,USER_17039,MuscleBlaze,BCAA Pro,2025-05-21,0,0.0,0,0.0
TRK_00487,youtube_video,New_Year_Health,INF_140,USER_24295,MuscleBlaze,Pre Workout WrathX,2025-04-05,0,0.0,5,0.0
TRK_00488,reel,Women_Wellness,INF_005,USER_32024,MuscleBlaze,Creatine Monohydrate,2025-07-11,0,0.0,4,0.0
TRK_00489,story,Protein_Awareness,INF_043,USER_21938,MuscleBlaze,Mass Gainer XXL,2025-04-09,1,2336.83,8,2.58
TRK_00490,organic,New_Year_Health,,USER_15996,HKVitals,Fish Oil Gold,2025-01-25,0,0.0,0,0.0
TRK_00491,reel,Summer_Fitness_2024,INF_108,USER_11354,MuscleBlaze,Mass Gainer XXL,2025-03-15,0,0.0,5,0.0
TRK_00492,organic,Summer_Fitness_2024,,USER_34173,HKVitals,Skin Radiance Collagen,2025-06-14,0,0.0,0,0.0
TRK_00493,reel,Monsoon_Immunity,INF_109,USER_12246,HKVitals,Skin Radiance Collagen,2025-03-12,1,1217.96,9,2.6
TRK_00494,organic,Protein_Awareness,,USER_47973,MuscleBlaze,Pre Workout WrathX,2025-03-16,0,0.0,0,0.0
TRK_00495,youtube_video,New_Year_Health,INF_091,USER_20734,MuscleBlaze,Mass Gainer XXL,2025-06-27,0,0.0,6,0.0
TRK_00496,youtube_video,Monsoon_Immunity,INF_032,USER_26412,HKVitals,Multivitamin Women,2025-03-25,0,0.0,6,0.0
TRK_00497,story,Protein_Awareness,INF_070,USER_36552,MuscleBlaze,Pre Workout WrathX,2025-05-25,0,0.0,2,0.0
TRK_00498,reel,New_Year_Health,INF_058,USER_38908,MuscleBlaze,BCAA Pro,2025-03-24,0,0.0,2,0.0
TRK_00499,youtube_video,Protein_Awareness,INF_114,USER_24924,MuscleBlaze,Pre Workout WrathX,2025-04-01,0,0.0,1,0.0
TRK_00500,influencer_post,Women_Wellness,INF_010,USER_26722,Gritzo,SuperMilk Daily Nutrition,2025-06-14,0,0.0,3,0.0
TRK_00501,youtube_video,Monsoon_Immunity,INF_087,USER_10437,MuscleBlaze,BCAA Pro,2025-04-04,0,0.0,7,0.0
TRK_00502,youtube_video,Monsoon_Immunity,INF_144,USER_31469,HKVitals,Omega 3 Fatty Acids,2025-03-28,0,0.0,7,0.0
TRK_00503,story,Protein_Awareness,INF_067,USER_18219,Gritzo,Growth Protein Powder,2025-06-09,0,0.0,4,0.0
TRK_00504,reel,New_Year_Health,INF_097,USER_12757,HKVitals,Calcium Magnesium Zinc,2025-01-25,0,0.0,6,0.0
TRK_00505,reel,Protein_Awareness,INF_061,USER_22218,HKVitals,Fish Oil Gold,2025-04-19,0,0.0,4,0.0
TRK_00506,influencer_post,Monsoon_Immunity,INF_036,USER_37728,HKVitals,Skin Radiance Collagen,2025-04-09,0,0.0,6,0.0
TRK_00507,reel,Summer_Fitness_2024,INF_006,USER_18774,HKVitals,Omega 3 Fatty Acids,2025-03-02,1,1557.12,2,1.56
TRK_00508,youtube_video,Monsoon_Immunity,INF_075,USER_44903,Gritzo,Growth Protein Powder,2025-02-01,0,0.0,3,0.0
TRK_00509,youtube_video,Protein_Awareness,INF_071,USER_1215,Gritzo,SuperMilk Daily Nutrition,2025-06-25,0,0.0,2,0.0
TRK_00510,story,Women_Wellness,INF_012,USER_1788,MuscleBlaze,Mass Gainer XXL,2025-05-31,0,0.0,7,0.0
TRK_00511,reel,Protein_Awareness,INF_102,USER_32617,HKVitals,Omega 3 Fatty Acids,2025-06-19,1,686.06,6,1.85
TRK_00512,youtube_video,Protein_Awareness,INF_031,USER_29749,HKVitals,Omega 3 Fatty Acids,2025-05-09,0,0.0,5,0.0
TRK_00513,youtube_video,New_Year_Health,INF_123,USER_32862,HKVitals,Omega 3 Fatty Acids,2025-03-22,0,0.0,6,0.0
TRK_00514,organic,Protein_Awareness,,USER_20073,MuscleBlaze,BCAA Pro,2025-07-04,0,0.0,0,0.0
TRK_00515,organic,Women_Wellness,,USER_17005,HKVitals,Skin Radiance Collagen,2025-04-25,0,0.0,0,0.0
TRK_00516,reel,Protein_Awareness,INF_011,USER_15499,Gritzo,SuperMilk Daily Nutrition,2025-06-13,0,0.0,9,0.0
TRK_00517,organic,Monsoon_Immunity,,USER_18019,HKVitals,Multivitamin Women,2025-07-07,0,0.0,0,0.0
TRK_00518,reel,Protein_Awareness,INF_104,USER_37530,Gritzo,Growth Protein Powder,2025-03-18,0,0.0,5,0.0
TRK_00519,story,New_Year_Health,INF_099,USER_26532,Gritzo,Growth Protein Powder,2025-05-25,0,0.0,3,0.0
TRK_00520,influencer_post,Women_Wellness,INF_139,USER_6727,MuscleBlaze,BCAA Pro,2025-03-09,0,0.0,1,0.0
TRK_00521,influencer_post,Women_Wellness,INF_091,USER_41231,HKVitals,Calcium Magnesium Zinc,2025-04-01,0,0.0,2,0.0
TRK_00522,organic,New_Year_Health,,USER_26115,MuscleBlaze,Pre Workout WrathX,2025-05-29,0,0.0,0,0.0
TRK_00523,influencer_post,Monsoon_Immunity,INF_089,USER_16772,MuscleBlaze,Mass Gainer XXL,2025-04-02,0,0.0,1,0.0
TRK_00524,organic,Protein_Awareness,,USER_49373,HKVitals,Skin Radiance Collagen,2025-03-19,0,0.0,0,0.0
TRK_00525,reel,Protein_Awareness,INF_053,USER_35911,HKVitals,Skin Radiance Collagen,2025-05-23,1,1146.48,7,2.76
TRK_00526,reel,Monsoon_Immunity,INF_042,USER_31478,MuscleBlaze,BCAA Pro,2025-05-07,0,0.0,4,0.0
TRK_00527,organic,Monsoon_Immunity,,USER_37639,Gritzo,Height Plus Formula,2025-06-03,0,0.0,0,0.0
TRK_00528,reel,Summer_Fitness_2024,INF_126,USER_16139,MuscleBlaze,Pre Workout WrathX,2025-02-03,0,0.0,1,0.0
TRK_00529,youtube_video,Summer_Fitness_2024,INF_014,USER_44474,MuscleBlaze,Biozyme Performance Whey,2025-06-23,0,0.0,3,0.0
TRK_00530,story,Summer_Fitness_2024,INF_045,USER_6770,Gritzo,Immunity Booster,2025-03-18,0,0.0,2,0.0
TRK_00531,organic,Protein_Awareness,,USER_38793,Gritzo,SuperMilk Daily Nutrition,2025-06-15,0,0.0,0,0.0
TRK_00532,influencer_post,Summer_Fitness_2024,INF_044,USER_31528,Gritzo,Immunity Booster,2025-06-06,0,0.0,5,0.0
TRK_00533,reel,Women_Wellness,INF_054,USER_45139,HKVitals,Multivitamin Women,2025-04-20,0,0.0,6,0.0
TRK_00534,organic,Protein_Awareness,,USER_31012,HKVitals,Skin Radiance Collagen,2025-06-24,0,0.0,0,0.0
TRK_00535,influencer_post,Summer_Fitness_2024,INF_109,USER_11349,HKVitals,Fish Oil Gold,2025-04-20,0,0.0,2,0.0
TRK_00536,story,Summer_Fitness_2024,INF_007,USER_40718,Gritzo,Growth Protein Powder,2025-05-18,0,0.0,3,0.0
TRK_00537,organic,Protein_Awareness,,USER_23976,MuscleBlaze,Pre Workout WrathX,2025-07-06,0,0.0,0,0.0
TRK_00538,influencer_post,Women_Wellness,INF_059,USER_2001,HKVitals,Calcium Magnesium Zinc,2025-02-15,0,0.0,2,0.0
TRK_00539,reel,Summer_Fitness_2024,INF_067,USER_12123,Gritzo,Brain Development Supplement,2025-07-14,0,0.0,4,0.0
TRK_00540,story,Women_Wellness,INF_023,USER_10085,Gritzo,Immunity Booster,2025-04-03,0,0.0,7,0.0
TRK_00541,reel,New_Year_Health,INF_071,USER_4970,MuscleBlaze,BCAA Pro,2025-02-07,0,0.0,8,0.0
TRK_00542,reel,Women_Wellness,INF_046,USER_27216,MuscleBlaze,Biozyme Performance Whey,2025-04-13,0,0.0,2,0.0
TRK_00543,story,Women_Wellness,INF_121,USER_7132,MuscleBlaze,Pre Workout WrathX,2025-03-15,0,0.0,8,0.0
TRK_00544,youtube_video,Monsoon_Immunity,INF_145,USER_32027,MuscleBlaze,BCAA Pro,2025-06-11,0,0.0,4,0.0
TRK_00545,story,Protein_Awareness,INF_079,USER_9973,MuscleBlaze,Pre Workout WrathX,2025-03-06,0,0.0,2,0.0
TRK_00546,influencer_post,New_Year_Health,INF_097,USER_33817,HKVitals,Multivitamin Women,2025-01-29,1,535.91,9,0.79
TRK_00547,reel,Women_Wellness,INF_056,USER_48005,MuscleBlaze,Creatine Monohydrate,2025-02-01,0,0.0,4,0.0
TRK_00548,story,Summer_Fitness_2024,INF_056,USER_31666,HKVitals,Fish Oil Gold,2025-05-23,0,0.0,8,0.0
TRK_00549,organic,Protein_Awareness,,USER_12485,MuscleBlaze,Mass Gainer XXL,2025-02-02,0,0.0,0,0.0
TRK_00550,influencer_post,Protein_Awareness,INF_117,USER_9622,Gritzo,Brain Development Supplement,2025-05-27,0,0.0,5,0.0
TRK_00551,youtube_video,Monsoon_Immunity,INF_102,USER_19806,HKVitals,Omega 3 Fatty Acids,2025-05-04,0,0.0,6,0.0
TRK_00552,youtube_video,Protein_Awareness,INF_024,USER_31475,Gritzo,Immunity Booster,2025-05-31,0,0.0,2,0.0
TRK_00553,organic,Protein_Awareness,,USER_21312,MuscleBlaze,Creatine Monohydrate,2025-07-05,0,0.0,0,0.0
TRK_00554,reel,New_Year_Health,INF_103,USER_26610,MuscleBlaze,Biozyme Performance Whey,2025-03-07,0,0.0,3,0.0
TRK_00555,story,Summer_Fitness_2024,INF_038,USER_33441,MuscleBlaze,Biozyme Performance Whey,2025-05-15,0,0.0,2,0.0
TRK_00556,organic,Protein_Awareness,,USER_49979,HKVitals,Skin Radiance Collagen,2025-03-26,0,0.0,0,0.0
TRK_00557,reel,Women_Wellness,INF_043,USER_44579,MuscleBlaze,Pre Workout WrathX,2025-03-01,0,0.0,3,0.0
TRK_00558,influencer_post,Women_Wellness,INF_118,USER_6946,Gritzo,Height Plus Formula,2025-06-30,0,0.0,4,0.0
TRK_00559,influencer_post,Summer_Fitness_2024,INF_130,USER_25797,MuscleBlaze,Mass Gainer XXL,2025-06-25,1,3954.83,4,1.66
TRK_00560,organic,Monsoon_Immunity,,USER_44242,HKVitals,Omega 3 Fatty Acids,2025-05-21,0,0.0,0,0.0
TRK_00561,influencer_post,Monsoon_Immunity,INF_098,USER_34066,Gritzo,Immunity Booster,2025-03-09,0,0.0,6,0.0
TRK_00562,reel,New_Year_Health,INF_090,USER_25832,HKVitals,Multivitamin Women,2025-05-01,1,1136.33,1,0.62
TRK_00563,youtube_video,New_Year_Health,INF_029,USER_25646,MuscleBlaze,Mass Gainer XXL,2025-06-30,0,0.0,3,0.0
TRK_00564,influencer_post,New_Year_Health,INF_130,USER_7855,Gritzo,Immunity Booster,2025-07-19,0,0.0,3,0.0
TRK_00565,youtube_video,Women_Wellness,INF_037,USER_26373,Gritzo,Growth Protein Powder,2025-05-29,0,0.0,2,0.0
TRK_00566,story,New_Year_Health,INF_042,USER_18439,HKVitals,Multivitamin Women,2025-06-19,0,0.0,1,0.0
TRK_00567,story,New_Year_Health,INF_128,USER_34246,HKVitals,Skin Radiance Collagen,2025-02-20,0,0.0,4,0.0
TRK_00568,influencer_post,Monsoon_Immunity,INF_007,USER_39339,HKVitals,Fish Oil Gold,2025-03-08,0,0.0,7,0.0
TRK_00569,youtube_video,Monsoon_Immunity,INF_136,USER_19278,Gritzo,Growth Protein Powder,2025-04-02,0,0.0,5,0.0
TRK_00570,reel,Women_Wellness,INF_133,USER_44463,MuscleBlaze,BCAA Pro,2025-04-10,0,0.0,4,0.0
TRK_00571,story,Summer_Fitness_2024,INF_050,USER_42597,HKVitals,Fish Oil Gold,2025-04-17,0,0.0,3,0.0
TRK_00572,story,Women_Wellness,INF_140,USER_10841,HKVitals,Fish Oil Gold,2025-03-24,0,0.0,8,0.0
TRK_00573,organic,Women_Wellness,,USER_16782,Gritzo,Immunity Booster,2025-03-24,0,0.0,0,0.0
TRK_00574,influencer_post,Monsoon_Immunity,INF_028,USER_4153,HKVitals,Omega 3 Fatty Acids,2025-02-12,0,0.0,7,0.0
TRK_00575,organic,Monsoon_Immunity,,USER_15521,Gritzo,Brain Development Supplement,2025-05-31,0,0.0,0,0.0
TRK_00576,story,New_Year_Health,INF_064,USER_48718,HKVitals,Omega 3 Fatty Acids,2025-07-19,1,1068.29,7,2.16
TRK_00577,reel,Protein_Awareness,INF_056,USER_9679,MuscleBlaze,Pre Workout WrathX,2025-03-07,0,0.0,4,0.0
TRK_00578,influencer_post,Monsoon_Immunity,INF_011,USER_8064,HKVitals,Omega 3 Fatty Acids,2025-07-13,0,0.0,4,0.0
TRK_00579,youtube_video,New_Year_Health,INF_125,USER_17900,Gritzo,Immunity Booster,2025-03-02,0,0.0,4,0.0
TRK_00580,influencer_post,Monsoon_Immunity,INF_090,USER_16988,Gritzo,Height Plus Formula,2025-03-01,0,0.0,9,0.0
TRK_00581,influencer_post,Protein_Awareness,INF_132,USER_21750,Gritzo,SuperMilk Daily Nutrition,2025-04-23,0,0.0,8,0.0
TRK_00582,youtube_video,Summer_Fitness_2024,INF_067,USER_19835,Gritzo,Height Plus Formula,2025-07-12,1,1047.64,7,1.97
TRK_00583,influencer_post,Monsoon_Immunity,INF_031,USER_28569,MuscleBlaze,Pre Workout WrathX,2025-02-17,0,0.0,5,0.0
TRK_00584,organic,New_Year_Health,,USER_41321,MuscleBlaze,Biozyme Performance Whey,2025-03-31,0,0.0,0,0.0
TRK_00585,influencer_post,Women_Wellness,INF_001,USER_12056,HKVitals,Calcium Magnesium Zinc,2025-02-19,0,0.0,8,0.0
TRK_00586,youtube_video,Protein_Awareness,INF_059,USER_39265,MuscleBlaze,Pre Workout WrathX,2025-05-16,0,0.0,5,0.0
TRK_00587,story,Women_Wellness,INF_025,USER_34999,HKVitals,Fish Oil Gold,2025-05-26,0,0.0,8,0.0
TRK_00588,story,Monsoon_Immunity,INF_141,USER_40907,HKVitals,Calcium Magnesium Zinc,2025-05-18,0,0.0,1,0.0
TRK_00589,influencer_post,Women_Wellness,INF_101,USER_8601,MuscleBlaze,Biozyme Performance Whey,2025-07-08,0,0.0,7,0.0
TRK_00590,reel,Protein_Awareness,INF_039,USER_43773,Gritzo,Height Plus Formula,2025-04-29,0,0.0,7,0.0
TRK_00591,reel,Monsoon_Immunity,INF_031,USER_457,Gritzo,Height Plus Formula,2025-06-02,0,0.0,3,0.0
TRK_00592,story,Monsoon_Immunity,INF_086,USER_30786,HKVitals,Calcium Magnesium Zinc,2025-02-04,0,0.0,6,0.0
TRK_00593,story,Protein_Awareness,INF_031,USER_11771,HKVitals,Multivitamin Women,2025-03-08,0,0.0,2,0.0
TRK_00594,story,Women_Wellness,INF_006,USER_6731,Gritzo,Brain Development Supplement,2025-01-27,1,1538.15,7,2.05
TRK_00595,influencer_post,Women_Wellness,INF_045,USER_28162,HKVitals,Skin Radiance Collagen,2025-06-14,0,0.0,6,0.0
TRK_00596,youtube_video,Women_Wellness,INF_114,USER_18355,Gritzo,Brain Development Supplement,2025-06-23,0,0.0,4,0.0
TRK_00597,reel,New_Year_Health,INF_138,USER_2366,MuscleBlaze,BCAA Pro,2025-03-19,1,5463.01,5,2.86
TRK_00598,youtube_video,Protein_Awareness,INF_133,USER_13197,HKVitals,Omega 3 Fatty Acids,2025-02-18,0,0.0,6,0.0
TRK_00599,influencer_post,Monsoon_Immunity,INF_144,USER_30717,MuscleBlaze,Biozyme Performance Whey,2025-04-08,0,0.0,5,0.0
TRK_00600,organic,Women_Wellness,,USER_28421,HKVitals,Multivitamin Women,2025-04-02,0,0.0,0,0.0
TRK_00601,reel,Monsoon_Immunity,INF_140,USER_23981,HKVitals,Calcium Magnesium Zinc,2025-05-04,0,0.0,7,0.0
TRK_00602,youtube_video,Protein_Awareness,INF_062,USER_19275,MuscleBlaze,Biozyme Performance Whey,2025-06-05,0,0.0,3,0.0
TRK_00603,youtube_video,Protein_Awareness,INF_095,USER_44408,HKVitals,Multivitamin Women,2025-06-21,0,0.0,8,0.0
TRK_00604,reel,New_Year_Health,INF_112,USER_36268,MuscleBlaze,Mass Gainer XXL,2025-02-01,0,0.0,2,0.0
TRK_00605,organic,New_Year_Health,,USER_48517,MuscleBlaze,Mass Gainer XXL,2025-05-20,0,0.0,0,0.0
TRK_00606,youtube_video,Women_Wellness,INF_024,USER_20620,HKVitals,Calcium Magnesium Zinc,2025-02-21,0,0.0,3,0.0
TRK_00607,youtube_video,New_Year_Health,INF_134,USER_16136,MuscleBlaze,Biozyme Performance Whey,2025-06-22,0,0.0,9,0.0
TRK_00608,youtube_video,New_Year_Health,INF_068,USER_41092,HKVitals,Calcium Magnesium Zinc,2025-01-22,1,620.19,1,1.95
TRK_00609,organic,New_Year_Health,,USER_23400,HKVitals,Skin Radiance Collagen,2025-02-07,0,0.0,0,0.0
TRK_00610,influencer_post,Monsoon_Immunity,INF_064,USER_38995,HKVitals,Skin Radiance Collagen,2025-03-08,0,0.0,8,0.0
TRK_00611,organic,Monsoon_Immunity,,USER_17805,MuscleBlaze,Mass Gainer XXL,2025-05-27,0,0.0,0,0.0
TRK_00612,story,Monsoon_Immunity,INF_021,USER_10481,HKVitals,Fish Oil Gold,2025-06-08,0,0.0,4,0.0
TRK_00613,story,New_Year_Health,INF_069,USER_4608,Gritzo,Immunity Booster,2025-06-03,1,812.23,9,1.3
TRK_00614,youtube_video,New_Year_Health,INF_002,USER_3307,Gritzo,SuperMilk Daily Nutrition,2025-06-20,0,0.0,1,0.0
TRK_00615,story,Monsoon_Immunity,INF_038,USER_36167,Gritzo,Growth Protein Powder,2025-03-31,0,0.0,1,0.0
TRK_00616,youtube_video,Summer_Fitness_2024,INF_098,USER_3629,HKVitals,Omega 3 Fatty Acids,2025-07-10,0,0.0,2,0.0
TRK_00617,reel,Protein_Awareness,INF_115,USER_4195,HKVitals,Calcium Magnesium Zinc,2025-07-08,1,626.24,3,1.87
TRK_00618,influencer_post,Monsoon_Immunity,INF_053,USER_2126,MuscleBlaze,BCAA Pro,2025-02-18,0,0.0,6,0.0
TRK_00619,youtube_video,Monsoon_Immunity,INF_105,USER_17694,MuscleBlaze,Pre Workout WrathX,2025-06-23,1,3036.77,7,1.78
TRK_00620,story,Monsoon_Immunity,INF_133,USER_29932,MuscleBlaze,Biozyme Performance Whey,2025-05-18,0,0.0,3,0.0
TRK_00621,influencer_post,Women_Wellness,INF_065,USER_22614,MuscleBlaze,Creatine Monohydrate,2025-06-05,0,0.0,8,0.0
TRK_00622,organic,Protein_Awareness,,USER_11398,MuscleBlaze,BCAA Pro,2025-05-15,0,0.0,0,0.0
TRK_00623,youtube_video,Monsoon_Immunity,INF_025,USER_8108,Gritzo,Immunity Booster,2025-02-07,0,0.0,8,0.0
TRK_00624,organic,Monsoon_Immunity,,USER_35892,Gritzo,Height Plus Formula,2025-02-27,0,0.0,0,0.0
TRK_00625,youtube_video,Protein_Awareness,INF_086,USER_44256,MuscleBlaze,Creatine Monohydrate,2025-04-27,0,0.0,2,0.0
TRK_00626,story,Women_Wellness,INF_062,USER_28374,Gritzo,Height Plus Formula,2025-04-11,0,0.0,8,0.0
TRK_00627,organic,Monsoon_Immunity,,USER_6702,Gritzo,Immunity Booster,2025-06-07,0,0.0,0,0.0
TRK_00628,story,Women_Wellness,INF_113,USER_8883,HKVitals,Omega 3 Fatty Acids,2025-02-08,1,1455.64,5,1.35
TRK_00629,influencer_post,Monsoon_Immunity,INF_127,USER_12344,MuscleBlaze,Creatine Monohydrate,2025-01-23,0,0.0,8,0.0
TRK_00630,youtube_video,Women_Wellness,INF_039,USER_34675,Gritzo,Brain Development Supplement,2025-04-08,0,0.0,3,0.0
TRK_00631,organic,Monsoon_Immunity,,USER_7893,MuscleBlaze,Pre Workout WrathX,2025-05-05,0,0.0,0,0.0
TRK_00632,organic,Protein_Awareness,,USER_48505,HKVitals,Calcium Magnesium Zinc,2025-04-19,0,0.0,0,0.0
TRK_00633,reel,Protein_Awareness,INF_021,USER_5850,HKVitals,Fish Oil Gold,2025-02-26,0,0.0,2,0.0
TRK_00634,influencer_post,Summer_Fitness_2024,INF_042,USER_23459,Gritzo,Immunity Booster,2025-02-17,0,0.0,4,0.0
TRK_00635,reel,Women_Wellness,INF_105,USER_39340,HKVitals,Omega 3 Fatty Acids,2025-04-05,0,0.0,7,0.0
TRK_00636,organic,Women_Wellness,,USER_27269,HKVitals,Fish Oil Gold,2025-02-15,0,0.0,0,0.0
TRK_00637,organic,New_Year_Health,,USER_19767,Gritzo,SuperMilk Daily Nutrition,2025-06-24,1,1050.71,0,2.31
TRK_00638,influencer_post,Summer_Fitness_2024,INF_090,USER_14976,MuscleBlaze,Creatine Monohydrate,2025-04-03,0,0.0,3,0.0
TRK_00639,influencer_post,Women_Wellness,INF_009,USER_40093,HKVitals,Skin Radiance Collagen,2025-02-24,0,0.0,9,0.0
TRK_00640,influencer_post,Women_Wellness,INF_014,USER_22392,Gritzo,SuperMilk Daily Nutrition,2025-06-03,0,0.0,4,0.0
TRK_00641,organic,Summer_Fitness_2024,,USER_29892,MuscleBlaze,Mass Gainer XXL,2025-05-07,0,0.0,0,0.0
TRK_00642,organic,Summer_Fitness_2024,,USER_10125,Gritzo,Immunity Booster,2025-06-21,0,0.0,0,0.0
TRK_00643,youtube_video,Monsoon_Immunity,INF_028,USER_28637,Gritzo,Growth Protein Powder,2025-05-20,0,0.0,9,0.0
TRK_00644,organic,Monsoon_Immunity,,USER_27991,Gritzo,SuperMilk Daily Nutrition,2025-02-13,0,0.0,0,0.0
TRK_00645,story,Protein_Awareness,INF_004,USER_20919,HKVitals,Omega 3 Fatty Acids,2025-07-02,0,0.0,8,0.0
TRK_00646,influencer_post,Monsoon_Immunity,INF_148,USER_48479,HKVitals,Multivitamin Women,2025-02-24,0,0.0,8,0.0
TRK_00647,youtube_video,Protein_Awareness,INF_003,USER_12357,HKVitals,Fish Oil Gold,2025-04-20,0,0.0,4,0.0
TRK_00648,reel,Summer_Fitness_2024,INF_044,USER_19927,HKVitals,Omega 3 Fatty Acids,2025-07-08,1,1622.89,5,1.97
TRK_00649,story,New_Year_Health,INF_069,USER_44955,Gritzo,Growth Protein Powder,2025-07-06,1,1256.16,7,2.35
TRK_00650,story,New_Year_Health,INF_074,USER_2240,HKVitals,Calcium Magnesium Zinc,2025-02-13,1,983.65,1,2.39
TRK_00651,influencer_post,Women_Wellness,INF_069,USER_7438,Gritzo,Growth Protein Powder,2025-07-12,0,0.0,1,0.0
TRK_00652,reel,New_Year_Health,INF_032,USER_9264,HKVitals,Multivitamin Women,2025-04-28,1,1596.94,8,2.5
TRK_00653,organic,Women_Wellness,,USER_2604,Gritzo,Height Plus Formula,2025-07-12,0,0.0,0,0.0
TRK_00654,story,New_Year_Health,INF_127,USER_14733,MuscleBlaze,Mass Gainer XXL,2025-07-13,0,0.0,1,0.0
TRK_00655,story,New_Year_Health,INF_071,USER_4368,Gritzo,Immunity Booster,2025-03-18,0,0.0,7,0.0
TRK_00656,influencer_post,New_Year_Health,INF_021,USER_34708,Gritzo,Growth Protein Powder,2025-04-21,0,0.0,5,0.0
TRK_00657,reel,Women_Wellness,INF_094,USER_25133,MuscleBlaze,Mass Gainer XXL,2025-05-08,0,0.0,7,0.0
TRK_00658,influencer_post,New_Year_Health,INF_072,USER_17092,MuscleBlaze,BCAA Pro,2025-03-19,0,0.0,8,0.0
TRK_00659,influencer_post,New_Year_Health,INF_038,USER_20935,Gritzo,Height Plus Formula,2025-05-30,0,0.0,7,0.0
TRK_00660,organic,Women_Wellness,,USER_21731,HKVitals,Calcium Magnesium Zinc,2025-05-25,0,0.0,0,0.0
TRK_00661,reel,Summer_Fitness_2024,INF_014,USER_5211,MuscleBlaze,Pre Workout WrathX,2025-01-30,0,0.0,6,0.0
TRK_00662,youtube_video,Summer_Fitness_2024,INF_039,USER_17904,HKVitals,Fish Oil Gold,2025-07-04,0,0.0,3,0.0
TRK_00663,influencer_post,New_Year_Health,INF_114,USER_46359,Gritzo,Brain Development Supplement,2025-03-16,0,0.0,3,0.0
TRK_00664,youtube_video,Women_Wellness,INF_022,USER_23349,MuscleBlaze,Mass Gainer XXL,2025-02-21,0,0.0,2,0.0
TRK_00665,story,Protein_Awareness,INF_095,USER_15795,MuscleBlaze,Pre Workout WrathX,2025-05-24,0,0.0,6,0.0
TRK_00666,reel,Protein_Awareness,INF_010,USER_5433,HKVitals,Omega 3 Fatty Acids,2025-04-18,0,0.0,4,0.0
TRK_00667,organic,New_Year_Health,,USER_43754,MuscleBlaze,Creatine Monohydrate,2025-06-16,0,0.0,0,0.0
TRK_00668,reel,Summer_Fitness_2024,INF_123,USER_26995,Gritzo,Height Plus Formula,2025-06-22,0,0.0,9,0.0
TRK_00669,story,Women_Wellness,INF_111,USER_4707,MuscleBlaze,Pre Workout WrathX,2025-04-06,0,0.0,9,0.0
TRK_00670,influencer_post,New_Year_Health,INF_068,USER_43857,Gritzo,Height Plus Formula,2025-03-31,0,0.0,7,0.0
TRK_00671,youtube_video,Women_Wellness,INF_030,USER_19591,Gritzo,SuperMilk Daily Nutrition,2025-02-20,0,0.0,5,0.0
TRK_00672,story,Protein_Awareness,INF_127,USER_39379,HKVitals,Multivitamin Women,2025-03-28,0,0.0,8,0.0
TRK_00673,youtube_video,Monsoon_Immunity,INF_146,USER_47394,Gritzo,Brain Development Supplement,2025-07-01,1,1249.83,2,0.93
TRK_00674,influencer_post,Women_Wellness,INF_033,USER_49400,HKVitals,Calcium Magnesium Zinc,2025-02-25,0,0.0,4,0.0
TRK_00675,reel,Monsoon_Immunity,INF_026,USER_49657,Gritzo,SuperMilk Daily Nutrition,2025-04-19,1,1024.83,8,1.93
TRK_00676,influencer_post,Protein_Awareness,INF_123,USER_36080,Gritzo,Height Plus Formula,2025-04-12,0,0.0,9,0.0
TRK_00677,organic,Summer_Fitness_2024,,USER_44681,HKVitals,Omega 3 Fatty Acids,2025-04-22,0,0.0,0,0.0
TRK_00678,story,New_Year_Health,INF_102,USER_31288,HKVitals,Skin Radiance Collagen,2025-03-12,1,1962.16,1,2.27
TRK_00679,youtube_video,Protein_Awareness,INF_045,USER_30555,HKVitals,Calcium Magnesium Zinc,2025-01-26,0,0.0,3,0.0
TRK_00680,youtube_video,Women_Wellness,INF_029,USER_23901,MuscleBlaze,Creatine Monohydrate,2025-04-19,0,0.0,4,0.0
TRK_00681,influencer_post,Women_Wellness,INF_122,USER_41995,Gritzo,Growth Protein Powder,2025-02-03,0,0.0,3,0.0
TRK_00682,organic,Monsoon_Immunity,,USER_8935,MuscleBlaze,Creatine Monohydrate,2025-04-03,0,0.0,0,0.0
TRK_00683,organic,Protein_Awareness,,USER_30638,HKVitals,Fish Oil Gold,2025-04-26,0,0.0,0,0.0
TRK_00684,youtube_video,New_Year_Health,INF_122,USER_41799,HKVitals,Calcium Magnesium Zinc,2025-05-09,0,0.0,7,0.0
TRK_00685,story,Monsoon_Immunity,INF_128,USER_36642,Gritzo,Height Plus Formula,2025-06-26,0,0.0,3,0.0
TRK_00686,reel,Women_Wellness,INF_068,USER_42623,MuscleBlaze,Mass Gainer XXL,2025-03-21,1,4820.23,6,1.64
TRK_00687,organic,Women_Wellness,,USER_11080,MuscleBlaze,Pre Workout WrathX,2025-05-08,1,4176.9,0,0.83
