post_id,influencer_id,platform,date,url,caption,reach,likes,comments,shares,saves
POST_0200,INF_020,YouTube,2025-02-18,https://youtube.com/post/200,Check out this amazing product! #HealthKart #MuscleBlaze,53193,1872,53,48,0
POST_0201,INF_065,Facebook,2025-06-07,https://facebook.com/post/201,Check out this amazing product! #HealthKart #Gritzo,97227,3491,297,91,0
POST_0202,INF_075,YouTube,2025-07-11,https://youtube.com/post/202,Check out this amazing product! #HealthKart #HKVitals,63487,1933,141,44,0
POST_0203,INF_048,YouTube,2025-07-06,https://youtube.com/post/203,Check out this amazing product! #HealthKart #HKVitals,329055,5503,387,270,0
POST_0204,INF_080,Facebook,2025-07-03,https://facebook.com/post/204,Check out this amazing product! #HealthKart #MuscleBlaze,29686,1158,51,44,0
POST_0205,INF_089,Instagram,2025-04-26,https://instagram.com/post/205,Check out this amazing product! #HealthKart #Gritzo,33263,312,6,14,8
POST_0206,INF_128,Twitter,2025-03-11,https://twitter.com/post/206,Check out this amazing product! #HealthKart #MuscleBlaze,286117,9629,865,365,0
POST_0207,INF_119,Twitter,2025-06-09,https://twitter.com/post/207,Check out this amazing product! #HealthKart #MuscleBlaze,41620,2096,145,98,0
POST_0208,INF_078,Instagram,2025-02-21,https://instagram.com/post/208,Check out this amazing product! #HealthKart #HKVitals,89523,2566,248,67,92
POST_0209,INF_050,Facebook,2025-03-10,https://facebook.com/post/209,Check out this amazing product! #HealthKart #Gritzo,252614,6884,265,120,0
POST_0210,INF_145,Facebook,2025-02-14,https://facebook.com/post/210,Check out this amazing product! #HealthKart #Gritzo,164052,9611,255,202,0
POST_0211,INF_001,Instagram,2025-04-11,https://instagram.com/post/211,Check out this amazing product! #HealthKart #HKVitals,53904,1195,66,42,80
POST_0212,INF_139,Twitter,2025-04-21,https://twitter.com/post/212,Check out this amazing product! #HealthKart #Gritzo,38959,1093,89,22,0
POST_0213,INF_006,Facebook,2025-03-04,https://facebook.com/post/213,Check out this amazing product! #HealthKart #MuscleBlaze,76952,3150,209,129,0
POST_0214,INF_104,Twitter,2025-06-17,https://twitter.com/post/214,Check out this amazing product! #HealthKart #MuscleBlaze,55221,2632,223,118,0
POST_0215,INF_139,Twitter,2025-03-24,https://twitter.com/post/215,Check out this amazing product! #HealthKart #Gritzo,16903,830,24,34,0
POST_0216,INF_064,Twitter,2025-02-01,https://twitter.com/post/216,Check out this amazing product! #HealthKart #Gritzo,9196,234,20,11,0
POST_0217,INF_070,YouTube,2025-04-30,https://youtube.com/post/217,Check out this amazing product! #HealthKart #MuscleBlaze,57637,2714,136,55,0
POST_0218,INF_010,YouTube,2025-04-15,https://youtube.com/post/218,Check out this amazing product! #HealthKart #HKVitals,16633,414,10,10,0
POST_0219,INF_144,Facebook,2025-02-01,https://facebook.com/post/219,Check out this amazing product! #HealthKart #Gritzo,60368,1927,138,80,0
POST_0220,INF_079,Facebook,2025-02-02,https://facebook.com/post/220,Check out this amazing product! #HealthKart #HKVitals,1221,43,1,0,0
POST_0221,INF_140,Facebook,2025-07-15,https://facebook.com/post/221,Check out this amazing product! #HealthKart #Gritzo,2749448,66141,4252,1476,0
POST_0222,INF_075,YouTube,2025-07-18,https://youtube.com/post/222,Check out this amazing product! #HealthKart #HKVitals,130199,5397,337,70,0
POST_0223,INF_101,YouTube,2025-07-16,https://youtube.com/post/223,Check out this amazing product! #HealthKart #MuscleBlaze,53535,1896,76,38,0
POST_0224,INF_078,Instagram,2025-03-24,https://instagram.com/post/224,Check out this amazing product! #HealthKart #HKVitals,74926,2912,210,139,208
POST_0225,INF_051,Facebook,2025-05-16,https://facebook.com/post/225,Check out this amazing product! #HealthKart #HKVitals,1523843,94220,4949,3523,0
POST_0226,INF_009,Facebook,2025-03-18,https://facebook.com/post/226,Check out this amazing product! #HealthKart #HKVitals,101808,1925,129,80,0
POST_0227,INF_047,Instagram,2025-06-29,https://instagram.com/post/227,Check out this amazing product! #HealthKart #Gritzo,68964,2224,158,107,120
POST_0228,INF_108,Twitter,2025-07-10,https://twitter.com/post/228,Check out this amazing product! #HealthKart #MuscleBlaze,68084,4578,447,69,0
POST_0229,INF_129,Facebook,2025-01-31,https://facebook.com/post/229,Check out this amazing product! #HealthKart #HKVitals,76109,4990,166,80,0
POST_0230,INF_142,YouTube,2025-03-26,https://youtube.com/post/230,Check out this amazing product! #HealthKart #HKVitals,656777,14813,939,263,0
POST_0231,INF_064,Twitter,2025-06-02,https://twitter.com/post/231,Check out this amazing product! #HealthKart #HKVitals,14059,584,28,10,0
POST_0232,INF_031,Facebook,2025-03-29,https://facebook.com/post/232,Check out this amazing product! #HealthKart #HKVitals,5869,188,11,3,0
POST_0233,INF_101,YouTube,2025-06-30,https://youtube.com/post/233,Check out this amazing product! #HealthKart #HKVitals,43506,615,39,18,0
POST_0234,INF_128,Twitter,2025-04-18,https://twitter.com/post/234,Check out this amazing product! #HealthKart #Gritzo,339924,13818,690,544,0
POST_0235,INF_034,Instagram,2025-04-07,https://instagram.com/post/235,Check out this amazing product! #HealthKart #Gritzo,24836,1033,26,39,64
POST_0236,INF_138,Instagram,2025-01-26,https://instagram.com/post/236,Check out this amazing product! #HealthKart #HKVitals,25966,797,52,12,17
POST_0237,INF_118,Facebook,2025-06-14,https://facebook.com/post/237,Check out this amazing product! #HealthKart #Gritzo,84666,3867,332,75,0
POST_0238,INF_125,YouTube,2025-01-26,https://youtube.com/post/238,Check out this amazing product! #HealthKart #Gritzo,360008,15642,1333,421,0
POST_0239,INF_077,Twitter,2025-03-26,https://twitter.com/post/239,Check out this amazing product! #HealthKart #HKVitals,178249,7006,600,133,0
POST_0240,INF_147,Facebook,2025-04-25,https://facebook.com/post/240,Check out this amazing product! #HealthKart #HKVitals,28583,832,24,31,0
POST_0241,INF_010,YouTube,2025-06-18,https://youtube.com/post/241,Check out this amazing product! #HealthKart #Gritzo,16874,271,6,9,0
POST_0242,INF_020,YouTube,2025-06-02,https://youtube.com/post/242,Check out this amazing product! #HealthKart #HKVitals,51541,3000,82,68,0
POST_0243,INF_025,Facebook,2025-04-03,https://facebook.com/post/243,Check out this amazing product! #HealthKart #HKVitals,6245,136,12,3,0
POST_0244,INF_139,Twitter,2025-02-04,https://twitter.com/post/244,Check out this amazing product! #HealthKart #Gritzo,23228,897,34,20,0
POST_0245,INF_033,Twitter,2025-06-07,https://twitter.com/post/245,Check out this amazing product! #HealthKart #MuscleBlaze,7067,271,16,5,0
POST_0246,INF_049,YouTube,2025-07-01,https://youtube.com/post/246,Check out this amazing product! #HealthKart #HKVitals,65618,2834,82,131,0
POST_0247,INF_021,Facebook,2025-06-26,https://facebook.com/post/247,Check out this amazing product! #HealthKart #MuscleBlaze,177103,2937,83,106,0
POST_0248,INF_038,Instagram,2025-02-21,https://instagram.com/post/248,Check out this amazing product! #HealthKart #MuscleBlaze,167693,838,53,29,61
POST_0249,INF_115,YouTube,2025-05-18,https://youtube.com/post/249,Check out this amazing product! #HealthKart #MuscleBlaze,63504,1327,88,34,0
POST_0250,INF_100,Facebook,2025-03-13,https://facebook.com/post/250,Check out this amazing product! #HealthKart #HKVitals,24859,975,68,15,0
POST_0251,INF_098,Twitter,2025-06-03,https://twitter.com/post/251,Check out this amazing product! #HealthKart #Gritzo,2753,102,9,2,0
POST_0252,INF_022,Instagram,2025-06-10,https://instagram.com/post/252,Check out this amazing product! #HealthKart #MuscleBlaze,52286,609,51,27,45
POST_0253,INF_105,YouTube,2025-04-26,https://youtube.com/post/253,Check out this amazing product! #HealthKart #HKVitals,61396,927,86,10,0
POST_0254,INF_086,Twitter,2025-01-31,https://twitter.com/post/254,Check out this amazing product! #HealthKart #Gritzo,356018,8517,536,319,0
POST_0255,INF_141,Facebook,2025-02-03,https://facebook.com/post/255,Check out this amazing product! #HealthKart #MuscleBlaze,30788,1414,84,37,0
POST_0256,INF_032,Facebook,2025-05-14,https://facebook.com/post/256,Check out this amazing product! #HealthKart #HKVitals,21829,349,10,8,0
POST_0257,INF_117,Twitter,2025-04-26,https://twitter.com/post/257,Check out this amazing product! #HealthKart #Gritzo,581,16,1,0,0
POST_0258,INF_128,Twitter,2025-07-07,https://twitter.com/post/258,Check out this amazing product! #HealthKart #Gritzo,414203,14851,955,615,0
POST_0259,INF_069,Facebook,2025-01-22,https://facebook.com/post/259,Check out this amazing product! #HealthKart #HKVitals,19487,503,48,7,0
POST_0260,INF_036,YouTube,2025-01-29,https://youtube.com/post/260,Check out this amazing product! #HealthKart #HKVitals,290392,8841,518,228,0
POST_0261,INF_060,Instagram,2025-01-25,https://instagram.com/post/261,Check out this amazing product! #HealthKart #HKVitals,131624,4721,299,55,298
POST_0262,INF_119,Twitter,2025-05-23,https://twitter.com/post/262,Check out this amazing product! #HealthKart #Gritzo,25393,1120,54,33,0
POST_0263,INF_022,Instagram,2025-02-11,https://instagram.com/post/263,Check out this amazing product! #HealthKart #MuscleBlaze,55143,605,16,17,36
POST_0264,INF_030,Twitter,2025-01-22,https://twitter.com/post/264,Check out this amazing product! #HealthKart #HKVitals,369596,18991,1623,566,0
POST_0265,INF_059,YouTube,2025-06-10,https://youtube.com/post/265,Check out this amazing product! #HealthKart #MuscleBlaze,244324,9410,924,215,0
POST_0266,INF_024,YouTube,2025-06-15,https://youtube.com/post/266,Check out this amazing product! #HealthKart #Gritzo,104102,2338,225,116,0
POST_0267,INF_023,Instagram,2025-02-07,https://instagram.com/post/267,Check out this amazing product! #HealthKart #MuscleBlaze,1886036,90197,7560,2551,7048
POST_0268,INF_108,Twitter,2025-04-11,https://twitter.com/post/268,Check out this amazing product! #HealthKart #Gritzo,38224,1985,82,74,0
POST_0269,INF_071,Instagram,2025-02-18,https://instagram.com/post/269,Check out this amazing product! #HealthKart #HKVitals,246124,11274,371,555,465
POST_0270,INF_094,YouTube,2025-05-28,https://youtube.com/post/270,Check out this amazing product! #HealthKart #HKVitals,87876,3444,271,126,0
POST_0271,INF_040,Twitter,2025-03-28,https://twitter.com/post/271,Check out this amazing product! #HealthKart #MuscleBlaze,824,28,2,0,0
POST_0272,INF_068,Instagram,2025-03-18,https://instagram.com/post/272,Check out this amazing product! #HealthKart #HKVitals,881583,25458,1980,643,743
POST_0273,INF_004,Facebook,2025-02-15,https://facebook.com/post/273,Check out this amazing product! #HealthKart #MuscleBlaze,48315,1543,41,49,0
POST_0274,INF_096,Facebook,2025-03-27,https://facebook.com/post/274,Check out this amazing product! #HealthKart #Gritzo,128221,4571,128,201,0
POST_0275,INF_048,YouTube,2025-07-06,https://youtube.com/post/275,Check out this amazing product! #HealthKart #HKVitals,92881,1209,59,26,0
POST_0276,INF_021,Facebook,2025-01-25,https://facebook.com/post/276,Check out this amazing product! #HealthKart #MuscleBlaze,158164,6429,358,87,0
POST_0277,INF_148,Instagram,2025-06-05,https://instagram.com/post/277,Check out this amazing product! #HealthKart #Gritzo,40046,1184,104,45,26
POST_0278,INF_054,Twitter,2025-04-21,https://twitter.com/post/278,Check out this amazing product! #HealthKart #Gritzo,69368,1528,113,61,0
POST_0279,INF_067,Facebook,2025-02-28,https://facebook.com/post/279,Check out this amazing product! #HealthKart #HKVitals,438700,13302,323,267,0
POST_0280,INF_046,Instagram,2025-04-18,https://instagram.com/post/280,Check out this amazing product! #HealthKart #HKVitals,38421,1199,88,51,39
POST_0281,INF_100,Facebook,2025-02-22,https://facebook.com/post/281,Check out this amazing product! #HealthKart #HKVitals,27654,815,65,37,0
POST_0282,INF_067,Facebook,2025-05-27,https://facebook.com/post/282,Check out this amazing product! #HealthKart #Gritzo,296003,8167,698,169,0
POST_0283,INF_100,Facebook,2025-03-05,https://facebook.com/post/283,Check out this amazing product! #HealthKart #Gritzo,7979,203,7,3,0
POST_0284,INF_109,Instagram,2025-05-20,https://instagram.com/post/284,Check out this amazing product! #HealthKart #MuscleBlaze,942916,25867,1962,952,677
POST_0285,INF_050,Facebook,2025-04-17,https://facebook.com/post/285,Check out this amazing product! #HealthKart #HKVitals,40594,1451,110,65,0
POST_0286,INF_069,Facebook,2025-02-07,https://facebook.com/post/286,Check out this amazing product! #HealthKart #Gritzo,21866,726,24,28,0
POST_0287,INF_121,YouTube,2025-04-01,https://youtube.com/post/287,Check out this amazing product! #HealthKart #MuscleBlaze,235057,8307,174,152,0
POST_0288,INF_007,Facebook,2025-02-16,https://facebook.com/post/288,Check out this amazing product! #HealthKart #MuscleBlaze,50808,3218,72,121,0
POST_0289,INF_112,Twitter,2025-02-28,https://twitter.com/post/289,Check out this amazing product! #HealthKart #HKVitals,151987,5776,375,188,0
POST_0290,INF_077,Twitter,2025-04-26,https://twitter.com/post/290,Check out this amazing product! #HealthKart #MuscleBlaze,368721,18035,1791,340,0
POST_0291,INF_037,Facebook,2025-06-04,https://facebook.com/post/291,Check out this amazing product! #HealthKart #MuscleBlaze,1330,63,5,2,0
POST_0292,INF_125,YouTube,2025-01-26,https://youtube.com/post/292,Check out this amazing product! #HealthKart #Gritzo,314912,10890,1044,424,0
POST_0293,INF_080,Facebook,2025-04-15,https://facebook.com/post/293,Check out this amazing product! #HealthKart #HKVitals,81222,2574,119,94,0
POST_0294,INF_011,Instagram,2025-02-11,https://instagram.com/post/294,Check out this amazing product! #HealthKart #MuscleBlaze,53435,2792,82,92,71
POST_0295,INF_137,Twitter,2025-05-09,https://twitter.com/post/295,Check out this amazing product! #HealthKart #HKVitals,13891,460,12,14,0
POST_0296,INF_080,Facebook,2025-05-28,https://facebook.com/post/296,Check out this amazing product! #HealthKart #MuscleBlaze,103510,3895,169,110,0
POST_0297,INF_045,Instagram,2025-04-01,https://instagram.com/post/297,Check out this amazing product! #HealthKart #Gritzo,126741,7322,162,116,376
POST_0298,INF_089,Instagram,2025-06-17,https://instagram.com/post/298,Check out this amazing product! #HealthKart #MuscleBlaze,49889,476,24,21,18
POST_0299,INF_112,Twitter,2025-05-16,https://twitter.com/post/299,Check out this amazing product! #HealthKart #MuscleBlaze,57455,2071,56,87,0
POST_0300,INF_069,Facebook,2025-06-15,https://facebook.com/post/300,Check out this amazing product! #HealthKart #MuscleBlaze,17031,292,13,13,0
POST_0301,INF_057,Instagram,2025-07-18,https://instagram.com/post/301,Check out this amazing product! #HealthKart #Gritzo,59828,1879,96,65,42
POST_0302,INF_004,Facebook,2025-04-24,https://facebook.com/post/302,Check out this amazing product! #HealthKart #MuscleBlaze,42402,1379,36,16,0
POST_0303,INF_114,YouTube,2025-05-24,https://youtube.com/post/303,Check out this amazing product! #HealthKart #Gritzo,216382,5430,537,180,0
POST_0304,INF_122,Instagram,2025-02-27,https://instagram.com/post/304,Check out this amazing product! #HealthKart #Gritzo,557076,11496,343,326,611
POST_0305,INF_012,Instagram,2025-01-30,https://instagram.com/post/305,Check out this amazing product! #HealthKart #MuscleBlaze,210837,6502,530,306,350
POST_0306,INF_050,Facebook,2025-05-22,https://facebook.com/post/306,Check out this amazing product! #HealthKart #Gritzo,157287,1175,74,41,0
POST_0307,INF_113,YouTube,2025-05-19,https://youtube.com/post/307,Check out this amazing product! #HealthKart #MuscleBlaze,300762,17490,777,611,0
POST_0308,INF_104,Twitter,2025-04-06,https://twitter.com/post/308,Check out this amazing product! #HealthKart #MuscleBlaze,109863,5681,140,270,0
POST_0309,INF_141,Facebook,2025-07-16,https://facebook.com/post/309,Check out this amazing product! #HealthKart #MuscleBlaze,13382,398,18,9,0
POST_0310,INF_114,YouTube,2025-07-05,https://youtube.com/post/310,Check out this amazing product! #HealthKart #MuscleBlaze,173621,4898,348,182,0
POST_0311,INF_020,YouTube,2025-05-16,https://youtube.com/post/311,Check out this amazing product! #HealthKart #Gritzo,13759,653,18,27,0
POST_0312,INF_070,YouTube,2025-03-19,https://youtube.com/post/312,Check out this amazing product! #HealthKart #HKVitals,32628,1659,105,42,0
POST_0313,INF_017,Twitter,2025-07-14,https://twitter.com/post/313,Check out this amazing product! #HealthKart #MuscleBlaze,40528,2182,102,66,0
POST_0314,INF_009,Facebook,2025-05-12,https://facebook.com/post/314,Check out this amazing product! #HealthKart #MuscleBlaze,93216,2372,152,48,0
POST_0315,INF_090,Facebook,2025-05-16,https://facebook.com/post/315,Check out this amazing product! #HealthKart #HKVitals,90097,1499,48,49,0
POST_0316,INF_142,YouTube,2025-05-13,https://youtube.com/post/316,Check out this amazing product! #HealthKart #MuscleBlaze,786855,21675,2154,1023,0
POST_0317,INF_128,Twitter,2025-02-18,https://twitter.com/post/317,Check out this amazing product! #HealthKart #MuscleBlaze,107754,1569,85,71,0
POST_0318,INF_113,YouTube,2025-04-17,https://youtube.com/post/318,Check out this amazing product! #HealthKart #MuscleBlaze,253312,10060,797,183,0
POST_0319,INF_131,Twitter,2025-02-01,https://twitter.com/post/319,Check out this amazing product! #HealthKart #HKVitals,42374,2065,191,56,0
POST_0320,INF_079,Facebook,2025-05-17,https://facebook.com/post/320,Check out this amazing product! #HealthKart #MuscleBlaze,813,29,1,0,0
POST_0321,INF_014,Twitter,2025-03-23,https://twitter.com/post/321,Check out this amazing product! #HealthKart #MuscleBlaze,113055,5198,109,218,0
POST_0322,INF_064,Twitter,2025-02-14,https://twitter.com/post/322,Check out this amazing product! #HealthKart #HKVitals,7094,240,19,9,0
POST_0323,INF_067,Facebook,2025-05-28,https://facebook.com/post/323,Check out this amazing product! #HealthKart #HKVitals,460157,8888,843,435,0
POST_0324,INF_139,Twitter,2025-03-05,https://twitter.com/post/324,Check out this amazing product! #HealthKart #HKVitals,30591,911,60,23,0
POST_0325,INF_118,Facebook,2025-01-24,https://facebook.com/post/325,Check out this amazing product! #HealthKart #HKVitals,127557,4015,123,146,0
POST_0326,INF_127,Twitter,2025-02-19,https://twitter.com/post/326,Check out this amazing product! #HealthKart #HKVitals,4526,112,6,3,0
POST_0327,INF_100,Facebook,2025-06-24,https://facebook.com/post/327,Check out this amazing product! #HealthKart #HKVitals,4601,213,17,6,0
POST_0328,INF_074,Facebook,2025-05-09,https://facebook.com/post/328,Check out this amazing product! #HealthKart #MuscleBlaze,7408,287,16,3,0
POST_0329,INF_076,YouTube,2025-06-19,https://youtube.com/post/329,Check out this amazing product! #HealthKart #MuscleBlaze,177004,4874,163,158,0
POST_0330,INF_085,YouTube,2025-06-27,https://youtube.com/post/330,Check out this amazing product! #HealthKart #HKVitals,70593,4506,273,132,0
POST_0331,INF_005,Facebook,2025-06-29,https://facebook.com/post/331,Check out this amazing product! #HealthKart #HKVitals,24161,825,20,11,0
POST_0332,INF_140,Facebook,2025-06-09,https://facebook.com/post/332,Check out this amazing product! #HealthKart #HKVitals,883002,38493,3611,1184,0
POST_0333,INF_130,YouTube,2025-02-01,https://youtube.com/post/333,Check out this amazing product! #HealthKart #HKVitals,676425,35005,3015,905,0
POST_0334,INF_014,Twitter,2025-05-10,https://twitter.com/post/334,Check out this amazing product! #HealthKart #MuscleBlaze,21083,757,19,36,0
POST_0335,INF_006,Facebook,2025-05-17,https://facebook.com/post/335,Check out this amazing product! #HealthKart #Gritzo,53561,1650,122,69,0
POST_0336,INF_127,Twitter,2025-07-05,https://twitter.com/post/336,Check out this amazing product! #HealthKart #HKVitals,3172,15,1,0,0
POST_0337,INF_034,Instagram,2025-05-08,https://instagram.com/post/337,Check out this amazing product! #HealthKart #MuscleBlaze,125742,4239,98,107,291
POST_0338,INF_076,YouTube,2025-04-27,https://youtube.com/post/338,Check out this amazing product! #HealthKart #MuscleBlaze,71630,2631,110,105,0
POST_0339,INF_149,Twitter,2025-01-31,https://twitter.com/post/339,Check out this amazing product! #HealthKart #MuscleBlaze,32435,1521,88,33,0
POST_0340,INF_026,Instagram,2025-04-25,https://instagram.com/post/340,Check out this amazing product! #HealthKart #MuscleBlaze,63289,2856,87,55,106
POST_0341,INF_106,Twitter,2025-04-04,https://twitter.com/post/341,Check out this amazing product! #HealthKart #Gritzo,1095,12,1,0,0
POST_0342,INF_040,Twitter,2025-02-09,https://twitter.com/post/342,Check out this amazing product! #HealthKart #Gritzo,670,20,1,0,0
POST_0343,INF_099,Instagram,2025-03-23,https://instagram.com/post/343,Check out this amazing product! #HealthKart #Gritzo,72988,3053,255,49,239
POST_0344,INF_105,YouTube,2025-06-22,https://youtube.com/post/344,Check out this amazing product! #HealthKart #HKVitals,49586,693,28,31,0
POST_0345,INF_070,YouTube,2025-06-28,https://youtube.com/post/345,Check out this amazing product! #HealthKart #HKVitals,41852,2657,134,121,0
POST_0346,INF_088,YouTube,2025-06-26,https://youtube.com/post/346,Check out this amazing product! #HealthKart #Gritzo,92671,5733,250,285,0
POST_0347,INF_011,Instagram,2025-03-07,https://instagram.com/post/347,Check out this amazing product! #HealthKart #HKVitals,89728,4966,354,240,377
POST_0348,INF_133,YouTube,2025-02-20,https://youtube.com/post/348,Check out this amazing product! #HealthKart #MuscleBlaze,90941,2699,137,82,0
POST_0349,INF_004,Facebook,2025-01-24,https://facebook.com/post/349,Check out this amazing product! #HealthKart #HKVitals,48299,899,19,12,0
POST_0350,INF_118,Facebook,2025-06-20,https://facebook.com/post/350,Check out this amazing product! #HealthKart #MuscleBlaze,135724,5262,154,95,0
POST_0351,INF_109,Instagram,2025-04-22,https://instagram.com/post/351,Check out this amazing product! #HealthKart #Gritzo,140449,2103,130,71,75
POST_0352,INF_014,Twitter,2025-04-30,https://twitter.com/post/352,Check out this amazing product! #HealthKart #HKVitals,21041,831,54,28,0
POST_0353,INF_077,Twitter,2025-04-01,https://twitter.com/post/353,Check out this amazing product! #HealthKart #MuscleBlaze,228273,8910,480,201,0
POST_0354,INF_072,YouTube,2025-07-04,https://youtube.com/post/354,Check out this amazing product! #HealthKart #Gritzo,384425,10605,448,185,0
POST_0355,INF_076,YouTube,2025-01-28,https://youtube.com/post/355,Check out this amazing product! #HealthKart #HKVitals,65537,1811,150,40,0
POST_0356,INF_082,Facebook,2025-05-23,https://facebook.com/post/356,Check out this amazing product! #HealthKart #Gritzo,24286,669,26,30,0
POST_0357,INF_075,YouTube,2025-02-17,https://youtube.com/post/357,Check out this amazing product! #HealthKart #Gritzo,115485,1320,30,63,0
POST_0358,INF_141,Facebook,2025-02-11,https://facebook.com/post/358,Check out this amazing product! #HealthKart #MuscleBlaze,25343,918,69,16,0
POST_0359,INF_008,Facebook,2025-06-25,https://facebook.com/post/359,Check out this amazing product! #HealthKart #Gritzo,177557,3946,202,70,0
POST_0360,INF_043,Instagram,2025-05-31,https://instagram.com/post/360,Check out this amazing product! #HealthKart #Gritzo,20445,807,51,20,21
POST_0361,INF_123,Twitter,2025-06-04,https://twitter.com/post/361,Check out this amazing product! #HealthKart #HKVitals,63975,562,36,13,0
POST_0362,INF_010,YouTube,2025-01-23,https://youtube.com/post/362,Check out this amazing product! #HealthKart #Gritzo,11720,351,25,8,0
POST_0363,INF_075,YouTube,2025-03-03,https://youtube.com/post/363,Check out this amazing product! #HealthKart #MuscleBlaze,86085,2654,95,33,0
POST_0364,INF_022,Instagram,2025-05-22,https://instagram.com/post/364,Check out this amazing product! #HealthKart #MuscleBlaze,28762,225,11,9,17
POST_0365,INF_064,Twitter,2025-03-26,https://twitter.com/post/365,Check out this amazing product! #HealthKart #Gritzo,7091,336,22,16,0
POST_0366,INF_065,Facebook,2025-03-10,https://facebook.com/post/366,Check out this amazing product! #HealthKart #MuscleBlaze,99817,5165,203,57,0
POST_0367,INF_036,YouTube,2025-01-22,https://youtube.com/post/367,Check out this amazing product! #HealthKart #HKVitals,227519,3796,144,185,0
POST_0368,INF_135,Instagram,2025-05-30,https://instagram.com/post/368,Check out this amazing product! #HealthKart #Gritzo,12788,454,12,16,33
POST_0369,INF_076,YouTube,2025-03-31,https://youtube.com/post/369,Check out this amazing product! #HealthKart #HKVitals,204299,5832,257,205,0
POST_0370,INF_008,Facebook,2025-06-17,https://facebook.com/post/370,Check out this amazing product! #HealthKart #Gritzo,116992,2050,118,62,0
POST_0371,INF_147,Facebook,2025-02-02,https://facebook.com/post/371,Check out this amazing product! #HealthKart #MuscleBlaze,7472,284,27,11,0
POST_0372,INF_113,YouTube,2025-02-02,https://youtube.com/post/372,Check out this amazing product! #HealthKart #Gritzo,79585,3488,206,89,0
POST_0373,INF_013,Facebook,2025-03-19,https://facebook.com/post/373,Check out this amazing product! #HealthKart #HKVitals,26102,729,28,26,0
POST_0374,INF_116,Facebook,2025-05-14,https://facebook.com/post/374,Check out this amazing product! #HealthKart #MuscleBlaze,14157,510,31,16,0
POST_0375,INF_129,Facebook,2025-03-06,https://facebook.com/post/375,Check out this amazing product! #HealthKart #MuscleBlaze,136350,5398,361,65,0
POST_0376,INF_150,YouTube,2025-04-22,https://youtube.com/post/376,Check out this amazing product! #HealthKart #HKVitals,76426,2037,199,61,0
POST_0377,INF_060,Instagram,2025-05-22,https://instagram.com/post/377,Check out this amazing product! #HealthKart #HKVitals,123391,5934,146,155,394
POST_0378,INF_126,Twitter,2025-06-30,https://twitter.com/post/378,Check out this amazing product! #HealthKart #Gritzo,510236,18583,1656,250,0
POST_0379,INF_141,Facebook,2025-05-12,https://facebook.com/post/379,Check out this amazing product! #HealthKart #Gritzo,19226,727,19,26,0
POST_0380,INF_075,YouTube,2025-02-24,https://youtube.com/post/380,Check out this amazing product! #HealthKart #Gritzo,79886,2464,153,119,0
POST_0381,INF_019,Twitter,2025-05-02,https://twitter.com/post/381,Check out this amazing product! #HealthKart #MuscleBlaze,9764,356,30,9,0
POST_0382,INF_002,Twitter,2025-03-31,https://twitter.com/post/382,Check out this amazing product! #HealthKart #Gritzo,54202,3056,63,103,0
POST_0383,INF_029,YouTube,2025-05-28,https://youtube.com/post/383,Check out this amazing product! #HealthKart #HKVitals,691363,39548,3421,1956,0
POST_0384,INF_127,Twitter,2025-03-25,https://twitter.com/post/384,Check out this amazing product! #HealthKart #Gritzo,1569,7,0,0,0
POST_0385,INF_135,Instagram,2025-05-24,https://instagram.com/post/385,Check out this amazing product! #HealthKart #MuscleBlaze,8167,364,29,14,17
POST_0386,INF_077,Twitter,2025-01-22,https://twitter.com/post/386,Check out this amazing product! #HealthKart #MuscleBlaze,225690,9957,833,443,0
POST_0387,INF_068,Instagram,2025-03-22,https://instagram.com/post/387,Check out this amazing product! #HealthKart #Gritzo,569168,18374,580,537,630
POST_0388,INF_062,Facebook,2025-03-23,https://facebook.com/post/388,Check out this amazing product! #HealthKart #MuscleBlaze,3368,140,8,6,0
POST_0389,INF_093,Twitter,2025-01-31,https://twitter.com/post/389,Check out this amazing product! #HealthKart #MuscleBlaze,17756,661,49,27,0
POST_0390,INF_024,YouTube,2025-03-02,https://youtube.com/post/390,Check out this amazing product! #HealthKart #Gritzo,161754,4402,344,140,0
POST_0391,INF_044,Twitter,2025-05-10,https://twitter.com/post/391,Check out this amazing product! #HealthKart #Gritzo,1149,60,5,0,0
POST_0392,INF_008,Facebook,2025-03-30,https://facebook.com/post/392,Check out this amazing product! #HealthKart #MuscleBlaze,180799,3824,294,125,0
POST_0393,INF_037,Facebook,2025-07-04,https://facebook.com/post/393,Check out this amazing product! #HealthKart #HKVitals,3994,188,4,6,0
POST_0394,INF_029,YouTube,2025-04-27,https://youtube.com/post/394,Check out this amazing product! #HealthKart #Gritzo,503593,34524,1465,1071,0
POST_0395,INF_044,Twitter,2025-07-04,https://twitter.com/post/395,Check out this amazing product! #HealthKart #HKVitals,4001,196,18,4,0
POST_0396,INF_021,Facebook,2025-02-22,https://facebook.com/post/396,Check out this amazing product! #HealthKart #MuscleBlaze,47581,1515,39,31,0
POST_0397,INF_018,Facebook,2025-05-25,https://facebook.com/post/397,Check out this amazing product! #HealthKart #HKVitals,1418,84,4,2,0
POST_0398,INF_034,Instagram,2025-02-03,https://instagram.com/post/398,Check out this amazing product! #HealthKart #MuscleBlaze,31178,1299,116,63,85
POST_0399,INF_036,YouTube,2025-05-20,https://youtube.com/post/399,Check out this amazing product! #HealthKart #HKVitals,410709,9643,627,355,0
